id,OrderableName,DosageForm,IvFlag,InactiveDate,DayOrDoseLimit,DefaultMedRoute,ScheduleType,Schedule,Synonym,FormularyStatus,AlertMsg,PatientInstructions,AssociatedImmunization,MedRoutes
947,PIOGLITAZONE,TAB,,,30D,ORAL,,DAILY,"[""ACTOS""]",,[],FDM,,[]
948,MIRTAZAPINE,TAB,,,30D,ORAL,,HS,"[""REMERON""]",,[],F DEPRESSION,,[]
949,LIOTHYRONINE,TAB,,,30D,,,DAILY,"[""CYTOMEL""]",N/F,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
950,ZZ BETAMETHASONE,"INJ,SUSP",,"AUG 18,2005",,,,,[],,[],,,[]
951,TRIAMCINOLONE 0.1%,LOTION,,,,TOPICAL,,BID,"[""KENALOG""]",N/F,[],,,[]
952,TOLTERODINE,TAB,,,30D,,,BID,"[""DETROL""]",N/F,[],WITH FOOD FOR BLADDER CONTROL,,[]
953,ZZ PROGESTERONE,"INSERT,CONT REL",,"FEB 14,2008",,VAGINAL,,,[],N/F,[],,,[]
954,ZZ TOPIRAMATE,"CAP,ORAL",,"APR 1,2014",,,,HS,[],N/F,[],TPS,,[]
955,ZZ ONDANSETRON,"SOLN,ORAL",,"MAY 20,2020",7D,ORAL,PRN,Q6H,[],,[],FOR NAUSEA OR VOMITING,,[]
956,ZZ DALFOPRISTIN/QUINUPRISTIN,INJ,,"FEB 26,2003",,,,,[],,[],,,[]
957,MYCOPHENOLATE MOFETIL,TAB,,,30D,ORAL,,BID,"[""CELLCEPT""]",N/F,"[""HAZARDOUS""]",1 HOUR BEFORE OR 2 HOURS AFTER MEALS,,[]
958,ZZ CIPROFLOXACIN 0.2%/HYDROCORTISONE 1%,"SUSP,OTIC",,"JAN 19,2011",,OTIC,,BID,[],,[],,,[]
959,ROCURONIUM BROMIDE,"INJ,SOLN",,,30D,INTRAVENOUS,,UD,"[""ZEMURON""]",,"[""HIGH RISK HIGH ALERT""]",,,[]
960,DEXTROAMPHETAMINE,"CAP,SA",,,,ORAL,,QAM,"[""DEXEDRINE SPANSULE""]",,[],,,[]
961,MICONAZOLE NITRATE 100MG,"SUPP,VAG",,,30D,VAGINAL,,HS,"[""MONISTAT""]",,[],F YEAST INFECTION,,[]
962,ESTROGEN CONJ. 25MG/5ML,"INJ,SOLN",,,30D,INTRAVENOUS,,UD,"[""PREMARIN""]",,[],,,[]
963,TAZAROTENE 0.1%,GEL,,,30D,TOPICAL,,HS,"[""TAZORAC""]",N/F,[],,,[]
964,ZZ SILVER NITRATE,"SOLN,TOP",,"FEB 19,2008",,,,,[],N/F,[],,,[]
965,INFLIXIMAB,"INJ,LYPHL",,,30D,INTRAVENOUS,,Q2W,"[""REMICADE""]",,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
966,NAPROXEN 125MG/5ML,SUSP,,,,ORAL,,BID PRN,"[""NAPROSYN""]",N/F,[],FPA,,[]
967,HYLAN G-F 20,INJ,,,30D,INTRA-ARTICULAR,,ONCE,"[""SYNVISC"", ""SYNVISC-ONE""]",,[],TO IMPROVE JOINT PAIN AND SYMPTOMS.,,[]
968,ZZ MITOTANE,"TAB,EC",,"DEC 26,2007",,,,QID,[],N/F,[],,,[]
969,OFLOXACIN 0.3%,"SOLN,OPH",,,30D,OPHTHALMIC,,QID,"[""OCUFLOX""]",,[],FINF,,[]
970,TOPIRAMATE,TAB,,,30D,,,HS,"[""TOPAMAX""]",,"[""HAZARDOUS""]",TPS,,[]
971,OPRELVEKIN,"INJ,LYPHL",,,30D,SUBCUTANEOUS,,DAILY,"[""NEUMEGA""]",N/F,[],,,[]
972,DOXAZOSIN,"TAB,ORAL",,,30D,ORAL,,DAILY,"[""CARDURA""]",,[],,,[]
973,VENLAFAXINE,"CAP,SA",,,30D,ORAL,,DAILY,"[""EFFEXOR XR""]",,[],WITH FOOD,,[]
974,FLUNISOLIDE 0.025%,"INHL,NASAL",,,,INHALATION NASAL,,BID,"[""NASALIDE""]",N/F,[],,,[]
975,CABERGOLINE,TAB,,,30D,,,BIW,"[""DOSTINEX""]",N/F,"[""HAZARDOUS""]",F PARKINSONS,,[]
976,RANITIDINE 15MG/ML,SYRUP,,"MAR 31,2020",30D,ORAL,,BID,"[""ZANTAC""]",,[],F STOMACH ACID,,[]
977,CYCLOBENZAPRINE,TAB,,,30D,ORAL,,TID,"[""FLEXERIL""]",,[],F MUSCLE RELAXANT,,[]
978,CALCIUM CARBONATE 1250MG/5ML,"SUSP,ORAL",,,30D,ORAL,,QID,[],N/F,[],,,[]
979,SCOPOLAMINE,PATCH,,,30D,TRANSDERMAL,,UD,"[""TRANSDERM SCOP""]",,[],,,[]
980,NIACIN,"TAB,SA",,,30D,ORAL,,DAILY,"[""NIASPAN""]",N/F,[],WITH FOOD F LIPIDS,,[]
981,ZZ CEFUROXIME,"PWDR,RENST-ORAL",,"APR 16,2014",,ORAL,,BID,[],N/F,"[""LOOK ALIKE SOUND ALIKE""]",FINF,,[]
982,ZZ JAPANESE ENCEPHALITIS VIRUS VACCINE,INJ,,"MAY 8,2009",,,,,[],,[],,,[]
983,PENTAMIDINE ISETHIONATE,"INJ,SOLN",,,7D,INTRAVENOUS,,DAILY,"[""PENTAM-300""]",N/F,[],,,[]
984,LITHIUM,"CAP,ORAL",,,30D,ORAL,,BID,"[""ESKALITH"", ""LITHOBID""]",,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
985,ZZ SEVELAMER HCL,TAB,,"JUN 11,2018",30D,ORAL,,TID,"[""RENAGEL""]",,[],,,[]
986,LOTEPREDNOL 0.5%,"SUSP,OPH",,,30D,OPHTHALMIC,,QID,"[""LOTEMAX""]",,[],,,[]
987,ETHINYL ESTRADIOL/NORGESTIMATE,TAB,,,,ORAL,,DAILY,"[""ORTHO-TRICYCLEN"", ""TRI PREVIFEM""]",,[],FBC,,[]
988,ZZ POLYVINYL ALCOHOL/SODIUM CHLORIDE,"SOLN,OPH",,"APR 14,2009",,OPHTHALMIC,,Q4H,[],,"[""HIGH RISK HIGH ALERT""]",PRN F DRY EYES,,[]
989,ZZ HEXACHLOROPHENE,SOAP/DETERGENT,,"SEP 4,2018",30D,TOPICAL,,AS DIRECTED,[],,[],,,[]
990,QUETIAPINE,TAB,,,30D,ORAL,,BID,"[""SEROQUEL""]",,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
991,CARVEDILOL,TAB,,,30D,,,BID,"[""COREG""]",,"[""LOOK ALIKE SOUND ALIKE""]",FBP,,[]
992,AMIODARONE 50MG/ML,INJ,,,30D,INTRAVENOUS,,UD,"[""CORDARONE""]",,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
993,TOBRAMYCIN 0.3%,"OINT,OPH",,,30D,OPHTHALMIC TOPICAL,,BTID,"[""TOBREX""]",N/F,[],FOR EYE INFECTION.,,[]
994,DEXTROMETHORPHAN/GUAIFENESIN,SYRUP,,,30D,ORAL,,Q6H PRN,"[""DEXTROMETHORPHAN"", ""GUAIFENESIN"", ""ROBITUSSIN DM""]",,"[""LOOK ALIKE SOUND ALIKE""]",F COUGH,,[]
995,ENTACAPONE,TAB,,,30D,,,QID,"[""COMTAN""]",N/F,[],,,[]
996,MEFLOQUINE,TAB,,,30D,,,ONCE,[],N/F,"[""LOOK ALIKE SOUND ALIKE""]",WITH FOOD AND 8OZ OF WATER,,[]
997,TYPHOID VACCINE,"INJ,SOLN",,,30D,INTRAMUSCULAR,,ONCE,"[""VACCINE""]",N/F,[],,,[]
998,PENTOSAN POLYSULFATE SODIUM,"CAP,ORAL",,,30D,ORAL,,TID,"[""ELMIRON""]",N/F,[],WITH WATER 1 HOUR BEFORE MEALS OR 2 HOURS AFTER MEALS FOR BLADDER,,[]
999,TIZANIDINE,TAB,,,30D,ORAL,,TID,"[""ZANAFLEX""]",N/F,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
1000,ZZ GANCICLOVIR,"CAP,ORAL",,"APR 16,2009",,,,6XD,[],N/F,[],UD,,[]
1001,ZZ AMIKACIN,"INJ,SOLN",,"FEB 26,2003",,,,,[],,[],,,[]
1002,FLUTICASONE 50MCG,"SOLN,NASAL",,,30D,NASAL,,DAILY,"[""FLONASE""]",,[],FOR CONGESTION,,[]
1003,ALBENDAZOLE,TAB,,,7D,ORAL,,BID,[],N/F,[],FINF,,[]
1004,ZIDOVUDINE,TAB,,,7D,,,BID,"[""RETROVIR""]",N/F,"[""HAZARDOUS""]",,,[]
1005,ZZ CHLORDIAZEPOXIDE/CLIDINIUM,"CAP,ORAL",,"FEB 28,2005",,ORAL,,,[],,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
1006,EFAVIRENZ,"CAP,ORAL",,,7D,ORAL,,HS,"[""SUSTIVA""]",N/F,[],MCD ES,,[]
1007,ZZ GLATIRAMER,"INJ,LYPHL",,"MAR 1,2005",,,,,[],,[],,,[]
1008,ZZ LOPINAVIR/RITONAVIR,"CAP,ORAL",,"MAY 10,2009",,,,,[],N/F,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
1009,LAMIVUDINE/ZIDOVUDINE 150MG/300MG,TAB,,,7D,ORAL,,BID,"[""COMBIVIR""]",,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
1010,ZZ LEVONORGESTREL,"INSERT,VAG",,"MAY 24,2019",,INTRAUTERINE,,ONCE,"[""MIRENA""]",,[],FBC - INSERTED IN CLINIC,,[]
1011,ZZ BUDESONIDE POWDER 200MCG,"INHL,ORAL",,"JAN 12,2017",30D,INHALATION ORAL,,BID,[],N/F,[],,,[]
1012,ZZ FLUOCINOLONE,"SOLN,TOP",,"MAR 1,2005",,TOPICAL,,BID,[],,[],,,[]
1013,CYANOCOBALAMIN,TAB,,,30D,ORAL,,DAILY,"[""B-12"", ""VITAMIN B12""]",,[],,,[]
1014,LEVETIRACETAM,TAB,,,30D,ORAL,,BID,"[""KEPPRA""]",,"[""LOOK ALIKE SOUND ALIKE""]",TPS,,[]
1015,ZZ AMPRENAVIR,"CAP,ORAL",,"AUG 18,2005",,,,,[],N/F,[],,,[]
1016,TERBINAFINE,TAB,,,7D,ORAL,,DAILY,"[""LAMISIL""]",,[],F FUNGAL INFECTION,,[]
1017,CITALOPRAM,TAB,,,30D,ORAL,,DAILY,"[""CELEXA""]",,[],F MOOD,,[]
1018,AZTREONAM,INJ,,,7D,IV PIGGYBACK,,Q8H,[],,[],,,[]
1019,ZIDOVUDINE 10MG/ML,INJ,,,7D,IV PIGGYBACK,,Q4H,"[""RETROVIR""]",,[],,,[]
1020,ZIDOVUDINE 50MG/5ML,"SYRUP,ORAL",,,7D,ORAL,,BID,"[""RETROVIR""]",,[],,,[]
1021,VITAMIN E,"CAP,ORAL",,,30D,ORAL,,DAILY,[],,[],,,[]
1022,ADAPALENE 0.1%,"GEL,TOP",,,30D,TOPICAL ACNE,,HS,"[""DIFFERIN""]",N/F,[],,,[]
1023,ZZ FLUCONAZOLE,"INJ,SOLN",,"MAR 1,2005",4D,IV PIGGYBACK,,QDAY,[],,[],,,[]
1024,CALCITRIOL 1MCG/ML,"SOLN,ORAL",,,30D,ORAL,,DAILY,"[""ROCALTROL""]",N/F,[],,,[]
1025,ZZ AMINOCAPROIC ACID,SYRUP,,"SEP 29,2015",,ORAL,,ONCE,[],N/F,[],,,[]
1026,AZITHROMYCIN 250MG,TAB,,,7D,ORAL,,Q24H,"[""ZITHROMAX""]",,[],FOR INFECTION,,[]
1027,TRIMETHOPRIM,TAB,,,,,,Q12H,"[""PROLOPRIM""]",N/F,[],,,[]
1028,PYRIMETHAMINE,TAB,,,30D,ORAL,,DAILY,"[""DARAPRIM""]",N/F,[],,,[]
1029,ZZ GONADORELIN,"INJ,SOLN",,"DEC 25,2007",,,,,[],N/F,[],,,[]
1030,ZZ BERACTANT,"SUSP,INTRATHECAL",,"JAN 13,2017",,INTRATHECAL,,UD,[],,[],,,[]
1031,ZZ DIAZEPAM,GEL,,"MAY 10,2006",,RECTAL,ON CALL,UD,[],N/F,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
1032,ZZ LEVALBUTEROL,"SOLN,INHL",,"NOV 15,2009",,INHALATION,,TID,[],N/F,[],,,[]
1033,ZZ MESNA,INJ,,"JUL 6,2009",,,,,[],N/F,[],,,[]
1034,HYDROCORTISONE 100MG/60ML,ENEMA,,,,RECTAL,,,[],N/F,[],,,[]
1035,DORNASE ALFA 1MG/ML,"SOLN,INHL",,,30D,INHALATION,,,"[""PULMOZYME""]",N/F,[],,,[]
1036,ZZ LEVONORGESTREL (NEXT CHOICE),TAB,,"AUG 29,2013",,,,NOW,[],,[],,,[]
1037,CALCIUM CARBONATE,"TAB,CHEWABLE",,,30D,ORAL,,DAILY,"[""TUMS""]",N/F,[],,,[]
1038,ZZ MAGNESIUM,"TAB,EC",,"FEB 19,2008",,,,,[],N/F,[],,,[]
1039,ZZ CYTOMEGALOVIRUS IMMUNE GLOBULIN,INJ,,"APR 28,2009",,,,,[],N/F,[],,,[]
1040,ZZ ACETAMINOPHEN,ELIXIR,,"NOV 18,2003",,,,,[],,"[""HIGH RISK HIGH ALERT"", ""LOOK ALIKE SOUND ALIKE""]",,,[]
1041,LIDOCAINE 5%,PATCH,,,30D,TRANSDERMAL,,UD,"[""LIDODERM""]",,"[""HIGH RISK HIGH ALERT""]","UP TO 12 HOURS DAILY, THEN REMOVE TO TREAT PAIN.",,[]
1042,ZZ VITAMIN A,"CAP,ORAL",,"MAR 31,2021",30D,ORAL,,DAILY,[],N/F,[],,,[]
1043,CARISOPRODOL,TAB,,,,ORAL,,BID PRN,"[""SOMA""]",N/F,[],FOR MUSCLE RELAXANT,,[]
1044,IRON,"CAP,ORAL",,,30D,,,BID,"[""FERREX-150""]",N/F,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
1045,ZALEPLON,"CAP,ORAL",,,,,,HS,"[""SONATA""]",N/F,[],,,[]
1046,ZZ VENLAFAXINE,TAB,,"JUN 9,2016",30D,,,TID,[],N/F,[],WITH FOOD,,[]
1047,FOMEPIZOLE 1G/ML,INJ,,,30D,INTRAVENOUS,,UD,"[""ANTIZOL""]",,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
1048,ZZ LINEZOLID,"PWDR,RENST-ORAL",,"FEB 21,2005",,,,,[],,[],,,[]
1049,LINEZOLID,TAB,,,7D,ORAL,,Q12H,"[""ZYVOX""]",,[],TAT FINF,,[]
1050,ZZ VALACYCLOVIR 500MG,TAB,,"APR 1,2014",,ORAL,,DAILY,[],,"[""LOOK ALIKE SOUND ALIKE""]",FINF,,[]
1051,TERAZOSIN,"CAP,ORAL",,,30D,,,HS,"[""HYTRIN""]",N/F,[],,,[]
1052,NOVOLIN PEN,MISCELLANEOUS,,,,SUBCUTANEOUS,,UD,"[""INSULIN""]",N/F,"[""LOOK ALIKE SOUND ALIKE""]",TO GIVE INSULIN FOR DIABETES,,[]
1053,ZZ NEEDLE,NEEDLE,,"OCT 30,2013",,,,,[],,[],,,[]
1054,SODIUM FLUORIDE 1.1%,GEL,,,30D,ORAL TOPICAL DENTAL,,HS,"[""PREVIDENT""]",N/F,[],,,[]
1055,DORZOLAMIDE 22.3MG/TIMOLOL 6.8MG,"SOLN,OPH",,,30D,OPHTHALMIC,,BID,"[""COSOPT""]",,[],FGL,,[]
1056,METHYLPHENIDATE,"TAB,SA",,,3D,ORAL,,QAM,"[""CONCERTA""]",,"[""LOOK ALIKE SOUND ALIKE""]",TO IMPROVE FOCUS AND BEHAVIOR.,,[]
1057,AMMONIUM LACTATE 12%,CREAM,,,30D,TOPICAL,,UD,"[""AMLACTIN""]",,[],,,[]
1058,ZZ ESTROGENS,"CREAM,VAG",,"FEB 17,2005",,VAGINAL,,HS,[],,[],FE,,[]
1059,ANASTROZOLE,TAB,,,30D,,,DAILY,"[""ARIMIDEX""]",,"[""HAZARDOUS"", ""HIGH RISK HIGH ALERT""]",,,[]
1060,DESMOPRESSIN,TAB,,,30D,ORAL,,BID,"[""DDAVP""]",N/F,"[""LOOK ALIKE SOUND ALIKE""]",FOR FLUID REGULATION.,,[]
1061,SIMVASTATIN,TAB,,,30D,ORAL,,QHS,"[""ZOCOR""]",,[],FCHOL,,[]
1062,FLUOCINONIDE 0.05%,"GEL,TOP",,,,TOPICAL,,BID,"[""LIDEX""]",,[],,,[]
1063,TACROLIMUS 0.03%,"OINT,TOP",,,,TOPICAL,,BID,"[""PROTOPIC""]",,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
1064,THYROTROPIN ALFA,INJ,,,,,,,"[""THYROGEN""]",N/F,[],,,[]
1065,ZZ MICONAZOLE,"CREAM,TOP",,"JUL 6,2009",,TOPICAL,,BID,[],,[],FOR YEAST INFECTION,,[]
1066,MINOXIDIL 2%,"SOLN,TOP",,,,TOPICAL SCALP,,BID,"[""ROGAINE""]",,[],FOR HAIR GROWTH,,[]
1067,ZZ HYDROCORTISONE,"SOLN,TOP",,"MAR 1,2005",,,,,[],,[],,,[]
1068,DICLOFENAC SODIUM,"TAB,EC",,,,ORAL,,BID,"[""VOLTAREN""]",N/F,[],WITH FOOD OR MILK FAR,,[]
1069,BICALUTAMIDE,TAB,,,30D,ORAL,,DAILY,"[""CASODEX""]",N/F,"[""HAZARDOUS"", ""HIGH RISK HIGH ALERT""]",,,[]
1070,ZZ FLUTICASONE/SALMETEROL,"INHL,ORAL",,"AUG 7,2005",4L,INHALATION ORAL,,BID,[],,[],FBR * RINSE MOUTH AFTER EACH USE *,,[]
1071,DILTIAZEM 5MG/ML,INJ,,,30D,IV PUSH,,UD,"[""CARDIZEM""]",,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
1072,GLYCOPYRROLATE,TAB,,,30D,,,BID,"[""ROBINUL""]",N/F,[],,,[]
1073,POTASSIUM CITRATE,"TAB,SA",,,,ORAL,,BID,"[""UROCIT""]",N/F,[],TO SUPPLEMENT POTASSIUM (K+),,[]
1074,FLUOCINONIDE 0.1%,"CREAM,TOP",,,30D,TOPICAL,,BID,"[""LIDEX""]",,[],,,[]
1075,LEUPROLIDE,"INJ,SUSP,SA",,,30D,INTRAMUSCULAR,,Q MONTH,"[""LUPRON DEPOT-PED""]",,"[""HIGH RISK HIGH ALERT""]",,,[]
1076,ONDANSETRON,TAB,,,30D,ORAL,,Q6H PRN,"[""ZOFRAN""]",,[],FOR NAUSEA OR VOMITING,,[]
1077,VALGANCICLOVIR,TAB,,,7D,ORAL,,BID,"[""VALCYTE""]",N/F,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
1078,CAPECITABINE,TAB,,,,,,BID,"[""XELODA""]",N/F,"[""HAZARDOUS"", ""HIGH RISK HIGH ALERT""]",FOLLOWED BY 7 DAYS OFF *TAKE 30 MINUTES AFTER MEALS*,,[]
1079,CICLOPIROXOLAMINE 8%,"SOLN,TOP",,,30D,TOPICAL,,DAILY,"[""PENLAC""]",,[],(REMOVE WITH NAIL POLISH REMOVER EVERY 7 DAYS.),,[]
1080,OXYCODONE,"TAB,SA",,,3D,ORAL,,Q12H,"[""OXYCONTIN""]",N/F,"[""HIGH RISK HIGH ALERT"", ""LOOK ALIKE SOUND ALIKE""]",FOR SEVERE PAIN,,[]
1081,ETHINYL ESTRADIOL/NORELGESTROMIN,PATCH,,,,TRANSDERMAL,,ONCE WEEKLY,"[""ORTHO EVRA"", ""ORTHO-EVRA""]",,[],FOR 3 WEEKS THEN OFF FOR 1 WEEK FBC FBC,,[]
1082,OXYBUTYNIN 5MG/5ML,SYRUP,,,30D,ORAL,,TID,"[""DITROPAN""]",,"[""LOOK ALIKE SOUND ALIKE""]",ES F URINARY CONTROL MCD,,[]
1083,BUMETANIDE,TAB,,,30D,ORAL,,BID,"[""BUMEX""]",N/F,[],F EXCESS FLUID,,[]
1084,BRIMONIDINE 0.2%,"SOLN,OPH",,,30D,OPHTHALMIC,,TID,"[""ALPHAGAN P"", ""ALPHAGAN-P""]",,[],FOR GLAUCOMA,,[]
1085,PRAVASTATIN,TAB,,,30D,ORAL,,QPM,"[""PRAVACHOL""]",,"[""PRAVASTATIN""]",FCHOL,,[]
1086,ZZ FENOFIBRATE,TAB,,"JUL 16,2013",,,,QDAY,[],,[],FOR LIPIDS,,[]
1087,THALIDOMIDE,"CAP,ORAL",,,30D,,,HS,"[""THALOMID""]",N/F,"[""HAZARDOUS""]",,,[]
1088,SIROLIMUS,TAB,,,30D,ORAL,,DAILY,"[""RAPAMUNE""]",N/F,"[""HAZARDOUS"", ""LOOK ALIKE SOUND ALIKE""]",,,[]
1089,SUCRALFATE 1GM/10ML,"SUSP,ORAL",,,30D,ORAL,,QID,"[""CARAFATE""]",N/F,[],BEFORE MEALS ON EMPTY STOMACH,,[]
1090,TENOFOVIR,TAB,,,,,,QD,"[""VIREAD""]",N/F,[],,,[]
1091,TAMSULOSIN,"CAP,ORAL",,,30D,,,HS,"[""FLOMAX""]",,"[""LOOK ALIKE SOUND ALIKE""]",F PROSTATE MCD,,[]
1092,PIMECROLIMUS 1%,"CREAM,TOP",,,,TOPICAL,,BID,"[""ELIDEL""]",N/F,[],TO TREAT SKIN CONDITIONS.,,[]
1093,ATOVAQUONE 750MG/5ML,SUSP,,,30D,,,BID,"[""MEPRON""]",N/F,[],,,[]
1094,CLINDAMYCIN 1%,"GEL,TOP",,,30D,TOPICAL ACNE,,BID,"[""CLINDAGEL""]",N/F,[],,,[]
1095,ZZ TRETINOIN,"CAP,ORAL",,"SEP 17,2017",,,,TID,[],N/F,"[""LOOK ALIKE SOUND ALIKE""]",FOR ACNE,,[]
1096,ESTRADIOL,"RING,VAG",,,,VAGINAL,,Q 90 DAYS,"[""ESTRING""]",N/F,"[""HAZARDOUS""]",FE,,[]
1097,AMPHETAMINE-DEXTROAMPHET RESIN COMPLEX,"CAP,SA",,,,ORAL,,QAM,"[""ADDERALL XR""]",,[],FOR ADHD,,[]
1098,CLINDAMYCIN 75MG/5ML,"GRNL,RCNST-ORAL",,,7D,ORAL,,TID,"[""CLEOCIN""]",,"[""CLINDAMYCIN PALMITATE SUSP""]",FINF,,[]
1099,ZOLPIDEM,TAB,,,,ORAL,,HS,"[""AMBIEN""]",,"[""LOOK ALIKE SOUND ALIKE""]",FOR SLEEP AID,,[]
1100,NICOTINE 7MG/24HR,PATCH,,,30D,TRANSDERMAL,,Q24H,"[""NICODERM""]",,[],"REMOVE OLD PATCH. APPLY NEW PATCH TO DRY, CLEAN, HAIRLESS SKIN",,[]
1101,OXCARBAZEPINE,TAB,,,30D,ORAL,,BID,"[""TRILEPTAL""]",,"[""HAZARDOUS"", ""LOOK ALIKE SOUND ALIKE""]",,,[]
1102,TESTOSTERONE 4MG/DAY,PATCH,,,,TRANSDERMAL,,HS,"[""ANDRODERM"", ""TESTODERM""]",N/F,[],,,[]
1103,ZZ CIPROFLOXACIN,"INJ,SOLN",,"SEP 9,2004",,,,,[],,[],,,[]
1104,ETOMIDATE 2MG/ML,"INJ,SOLN",,,30D,INTRAMUSCULAR,,ONCE,"[""AMIDATE""]",,"[""HIGH RISK HIGH ALERT""]",&#92 GIVEN IN CLINIC,,[]
1105,BENZYL ALCOHOL/WATER,INJ,,,30D,IV PIGGYBACK,,UD,[],,[],,,[]
1106,ATROPINE/EDROPHONIUM,INJ,,,30D,INTRAVENOUS,,UD,"[""ENLON-PLUS""]",,[],,,[]
1107,DINOPROSTONE,"INSERT,VAG",,,30D,VAGINAL,,UD,"[""CERVIDIL""]",,"[""HAZARDOUS""]",,,[]
1108,ENALAPRILAT 1.25MG/ML,"INJ,SOLN",,,30D,IV PUSH,,Q6H,"[""VASOTEC""]",N/F,[],,,[]
1109,ZIPRASIDONE,"CAP,ORAL",,,30D,ORAL,,BID,"[""GEODON""]",N/F,"[""HAZARDOUS""]",WITH FOOD UD,,[]
1110,HYDROXYPROPYL METHYLCELLULOSE 0.3%,"GEL,OPH",,,30D,OPHTHALMIC,,QID,"[""GENTEAL""]",,[],AND PRN F SEVERE DRY EYE,,[]
1111,ZZ IMATINIB,"CAP,ORAL",,"MAR 2,2005",,,,QDAY,[],,[],,,[]
1112,ASPIRIN/DIPYRIDAMOLE 25MG/200MG,"CAP,SA",,,7D,,,BID,"[""AGGRENOX""]",N/F,[],,,[]
1113,AZITHROMYCIN 200MG/5ML,SUSP,,,7D,ORAL,,Q24H,"[""ZITHROMAX"", ""ZPACK""]",,"[""AZITHROMYCIN 200MG/ML SUSP""]",FINF,,[]
1114,ZZ BIMATOPROST 0.03%,"SOLN,OPH",,"FEB 6,2012",,OPHTHALMIC,,HS,[],,[],FGL,,[]
1115,CALCIUM CITRATE,TAB,,,30D,,,BID,"[""CITRACAL""]",,[],F CALCIUM SUPPLEMENT,,[]
1116,ZZ ULTRACAL,LIQUID,,"MAY 9,2005",,,,,[],N/F,[],,,[]
1117,CEFPODOXIME PROXETIL,TAB,,,7D,ORAL,,Q12H,"[""VANTIN""]",N/F,[],TAT FINF,,[]
1118,ZZ PREDNISOLONE,"LIQUID,ORAL",,"AUG 10,2005",,ORAL,,,[],N/F,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
1119,PHENTERMINE,"CAP,ORAL",,,,ORAL,,ONCE DAILY,[],N/F,[],DAILY,,[]
1120,FLUOCINONIDE 0.01%,"OIL,TOP",,,,TOPICAL SCALP,,UD,"[""DERMA-SMOOTHE/FS""]",,[],,,[]
1121,BENZOYL PEROXIDE 5%,SOAP/DETERGENT,,,,TOPICAL ACNE,,QAM,"[""BENZAC AC WASH""]",N/F,[],FOR ACNE,,[]
1122,ZZ PREDNISOLONE,"SOLN,OPH",,"AUG 10,2005",,OPHTHALMIC,,Q4H,[],,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
1123,ACETIC ACID 2%,"SOLN,OTIC",,,,OTIC,,QID,[],,[],,,[]
1124,ZZ FERROUS FUMARATE,TAB,,"APR 10,2018",30D,,,BID,[],N/F,[],WITH FOOD FFE,,[]
1125,ZONISAMIDE,"CAP,ORAL",,,30D,ORAL,,DAILY,"[""ZONEGRAN""]",,"[""HAZARDOUS""]",TPS,,[]
1126,ZZ TWOCAL,LIQUID,,"DEC 25,2007",,,,,[],N/F,[],,,[]
1127,PIMOZIDE,TAB,,,30D,ORAL,,BID,"[""ORAP""]",N/F,[],,,[]
1128,ZZ MULTIVITAMIN W/MINERALS,TAB,,"FEB 8,2005",,,,,[],,[],,,[]
1129,ALUMINUM ACETATE,"POWDER,TOP",,,30D,TOPICAL SOAK,,BID,"[""DOMEBORO""]",,[],FOR 15-30 MINUTES,,[]
1130,ZZ ESTRAMUSTINE,"CAP,ORAL",,"MAR 30,2009",,,,QID,[],N/F,[],ON EMPTY STOMACH *STORE IN REFRIGERATOR*,,[]
1131,MULTIVITAMINS WITH IRON,"LIQUID,ORAL",,,30D,ORAL,,DAILY,"[""POLY-VI-SOL WITH IRON""]",,[],FOR SUPPLEMENT,,[]
1132,MOMETASONE 0.1%,"OINT,TOP",,,30D,TOPICAL,,QDAY,"[""ELOCON""]",N/F,[],,,[]
1133,METRONIDAZOLE 0.75%,"GEL,VAG",,,30D,VAGINAL,,HS,"[""METROGEL VAGINAL""]",,"[""LOOK ALIKE SOUND ALIKE""]",FINF,,[]
1134,IRON SUCROSE 20MG/ML,"INJ,SOLN",,,30D,INTRAVENOUS,,AS DIRECTED,"[""VENOFER""]",,[],,,[]
1135,LOSARTAN 100MG/HCTZ 12.5MG,TAB,,,,ORAL,,QAM,"[""HYZAAR""]",,[],FBP,,[]
1136,CEVIMELINE,"CAP,ORAL",,,,,,TID,"[""EVOXAC""]",N/F,[],FOR DRY MOUTH,,[]
1137,LETROZOLE,TAB,,,30D,ORAL,,DAILY,"[""FEMARA""]",,"[""HAZARDOUS"", ""HIGH RISK HIGH ALERT""]",UD,,[]
